project_id,project_name,state,district,mp_name,project_type,sanctioned_amount,released_amount,utilized_amount,completion_percentage,sanction_date,start_date,expected_completion_date,actual_completion_date,latitude,longitude,contractor,agency,status,synthetic_scenario,ground_truth_anomaly,financial_progress_ratio,progress_gap,planned_duration_days
P00363,Health Facility Project 0363,Odisha,Khordha,MP_469,Health Facility,11658000.0,11658000.0,10088000.0,49.1,2025-01-20,2025-01-30,2026-02-25,,20.180588,85.623859,Contractor_004,Agency_10,Delayed,financial,1,0.865,37.4,401
P00364,Street Lighting Project 0561 - Similar Work,West Bengal,Kolkata,MP_024,Street Lighting,2837000.0,1897000.0,1897000.0,80.7,2024-05-17,2024-05-27,2025-02-12,,22.6266,88.442777,Contractor_049,Agency_10,In Progress,duplicate,1,0.669,-13.8,271
P00365,Community Hall Project 0365,Gujarat,Ahmedabad,MP_439,Community Hall,1665000.0,1061000.0,910000.0,48.8,2025-09-05,2025-09-15,2026-08-02,,23.049279,72.579465,Contractor_037,Agency_10,Delayed,normal,0,0.547,5.9,331
P00366,Community Hall Project 0366,Odisha,Sambalpur,MP_216,Community Hall,2065000.0,1731000.0,1196000.0,65.3,2025-03-10,2025-03-20,2025-06-28,,21.380043,84.00396,Contractor_003,Agency_17,In Progress,normal,0,0.579,-7.4,110
P00367,Drinking Water Project 0367,Rajasthan,Jodhpur,MP_133,Drinking Water,771000.0,745000.0,715000.0,35.914538529598175,2025-10-02,2025-10-12,2026-08-06,2027-07-12,26.302632,73.051454,Contractor_011,Agency_14,Delayed,delay,1,0.927,56.8,308
P00368,Drinking Water Project 0368,Andhra Pradesh,Visakhapatnam,MP_218,Drinking Water,2156000.0,2010000.0,2010000.0,83.4,2025-01-16,2025-01-26,2025-05-25,,17.776819,83.190023,Contractor_046,Agency_04,In Progress,normal,0,0.932,9.8,129
P00369,School Building Project 0369,Tamil Nadu,Madurai,MP_100,School Building,5051000.0,3417000.0,3417000.0,100.0,2024-04-10,2024-04-20,2025-04-26,2025-06-17,10.030805,78.040828,Contractor_060,Agency_04,Completed,normal,0,0.676,-32.4,381
P00370,Health Facility Project 0370,Telangana,Hyderabad,MP_204,Health Facility,3597000.0,2907000.0,1923000.0,54.3,2024-12-11,2024-12-21,2025-05-05,,17.31417,78.504769,Contractor_029,Agency_11,In Progress,normal,0,0.535,-0.8,145
P00371,Community Hall Project 0371,Rajasthan,Kota,MP_421,Community Hall,2851000.0,1662000.0,1432000.0,57.1,2025-04-03,2025-04-13,2026-03-05,,25.161221,75.98131,Contractor_013,Agency_07,In Progress,normal,0,0.502,-6.9,336
P00372,School Building Project 0372,Karnataka,Belagavi,MP_308,School Building,4590000.0,4394000.0,3126000.0,65.0,2025-06-12,2025-06-22,2026-02-01,,15.952168,74.570868,Contractor_058,Agency_15,Delayed,normal,0,0.681,3.1,234
P00373,Street Lighting Project 0373,Telangana,Nizamabad,MP_276,Street Lighting,922000.0,641000.0,641000.0,93.3,2026-02-17,2026-02-27,2026-12-05,,18.647777,78.11033,Contractor_022,Agency_18,In Progress,normal,0,0.695,-23.8,291
P00374,Drinking Water Project 0374,Gujarat,Surat,MP_549,Drinking Water,2402000.0,2184000.0,1584000.0,68.3,2025-02-15,2025-02-25,2025-10-02,,21.257481,72.935346,Contractor_034,Agency_16,In Progress,normal,0,0.659,-2.4,229
P00375,Street Lighting Project 0375,Kerala,Kollam,MP_012,Street Lighting,1052000.0,781000.0,719000.0,68.2,2025-09-13,2025-09-23,2026-04-04,,8.899936,76.651469,Contractor_011,Agency_16,In Progress,normal,0,0.683,0.1,203
P00376,Road Project 0376,Odisha,Cuttack,MP_018,Road,874000.0,631000.0,631000.0,91.6,2025-03-25,2025-04-04,2025-07-12,,20.560902,85.944534,Contractor_060,Agency_05,In Progress,normal,0,0.722,-19.4,109
P00377,Community Hall Project 0377,Tamil Nadu,Madurai,MP_040,Community Hall,2422000.0,1965000.0,1898000.0,69.8,2025-01-07,2025-01-17,2025-04-19,,9.884597,78.231068,Contractor_039,Agency_06,In Progress,normal,0,0.784,8.6,102
P00378,Community Hall Project 0378,Kerala,Kollam,MP_296,Community Hall,2916000.0,1930000.0,1902000.0,67.2,2024-12-02,2024-12-12,2025-07-11,,8.936062,76.5859,Contractor_019,Agency_20,Delayed,normal,0,0.652,-2.0,221
P00379,Street Lighting Project 0379,Karnataka,Mysuru,MP_495,Street Lighting,967000.0,798000.0,798000.0,90.9,2025-11-01,2025-11-11,2026-09-11,,12.37124,76.696409,Contractor_021,Agency_10,Delayed,normal,0,0.825,-8.4,314
P00380,Sports Facility Project 0380,Tamil Nadu,Salem,MP_045,Sports Facility,940000.0,574000.0,517000.0,55.2,2025-11-16,2025-11-26,2026-05-02,,11.555818,78.081617,Contractor_055,Agency_06,In Progress,normal,0,0.55,-0.2,167
P00381,Sports Facility Project 0381,Gujarat,Vadodara,MP_444,Sports Facility,2735000.0,1720000.0,1720000.0,100.0,2024-04-09,2024-04-19,2024-07-31,2024-07-31,22.332559,73.221264,Contractor_055,Agency_16,Completed,normal,0,0.629,-37.1,113
P00382,Street Lighting Project 0382,Karnataka,Bengaluru Urban,MP_248,Street Lighting,839000.0,538000.0,435000.0,54.2,2024-02-22,2024-03-03,2024-06-12,,13.050133,77.505908,Contractor_005,Agency_14,In Progress,normal,0,0.518,-2.4,111
P00383,School Building Project 0383,Maharashtra,Pune,MP_085,School Building,4580000.0,2894000.0,2894000.0,70.1,2026-04-09,2026-04-19,2026-12-19,,18.607611,73.750197,Contractor_054,Agency_04,In Progress,normal,0,0.632,-6.9,254
P00384,Community Hall Project 0384,Gujarat,Vadodara,MP_037,Community Hall,3929000.0,2219000.0,2219000.0,100.0,2024-08-05,2024-08-15,2025-06-24,2025-08-14,22.371227,73.174517,Contractor_028,Agency_11,Completed,normal,0,0.565,-43.5,323
P00385,Street Lighting Project 0385,Odisha,Ganjam,MP_145,Street Lighting,1294000.0,989000.0,989000.0,74.1,2025-10-27,2025-11-06,2026-06-12,,19.428459,84.911495,Contractor_037,Agency_17,In Progress,normal,0,0.764,2.3,228
P00386,School Building Project 0386,Karnataka,Mysuru,MP_017,School Building,2340000.0,1846000.0,1846000.0,100.0,2024-05-07,2024-05-17,2025-05-10,2025-05-10,12.403477,76.541679,Contractor_035,Agency_20,Completed,normal,0,0.789,-21.1,368
P00387,Drinking Water Project 0387,West Bengal,Malda,MP_449,Drinking Water,2134000.0,1832000.0,1458000.0,69.9,2024-08-28,2024-09-07,2025-05-09,,24.931096,88.173236,Contractor_029,Agency_10,In Progress,normal,0,0.683,-1.6,254
P00388,Street Lighting Project 0388,Andhra Pradesh,Tirupati,MP_160,Street Lighting,554000.0,315000.0,315000.0,79.4,2026-01-03,2026-01-13,2027-01-23,,13.642826,79.399586,Contractor_008,Agency_13,Delayed,normal,0,0.569,-22.5,385
P00389,Road Project 0389,West Bengal,Kolkata,MP_333,Road,1144000.0,1098000.0,736000.0,56.0,2026-02-01,2026-02-11,2027-02-23,,22.643356,88.46517,Contractor_046,Agency_12,In Progress,normal,0,0.643,8.3,387
P00390,Community Hall Project 0390,Kerala,Kollam,MP_260,Community Hall,2335000.0,1903000.0,1903000.0,79.0,2024-12-08,2024-12-18,2025-12-03,,8.912109,76.601278,Contractor_044,Agency_01,In Progress,normal,0,0.815,2.5,360
P00391,Community Hall Project 0391,Karnataka,Bengaluru Urban,MP_439,Community Hall,2033000.0,1978000.0,1488000.0,72.8,2025-04-15,2025-04-25,2026-04-30,,12.902567,77.687177,Contractor_027,Agency_13,In Progress,normal,0,0.732,0.4,380
P00392,Health Facility Project 0392,Tamil Nadu,Salem,MP_341,Health Facility,4415000.0,3217000.0,3217000.0,100.0,2025-10-31,2025-11-10,2026-02-11,2026-02-11,11.575956,78.21512,Contractor_020,Agency_02,Completed,normal,0,0.729,-27.1,103
P00393,Community Hall Project 0393,Telangana,Nizamabad,MP_261,Community Hall,3761000.0,2241000.0,2241000.0,87.5,2025-12-15,2025-12-25,2026-12-28,,18.772531,77.985398,Contractor_058,Agency_01,Delayed,normal,0,0.596,-27.9,378
P00394,Street Lighting Project 0394,West Bengal,Darjeeling,MP_402,Street Lighting,453000.0,275000.0,197000.0,47.3,2025-11-20,2025-11-30,2026-08-14,,27.03961,88.288342,Contractor_044,Agency_11,In Progress,normal,0,0.435,-3.8,267
P00395,Drinking Water Project 0395,Tamil Nadu,Salem,MP_381,Drinking Water,637000.0,538000.0,445000.0,62.5,2024-06-04,2024-06-14,2024-11-20,,11.664866,78.175546,Contractor_038,Agency_15,In Progress,normal,0,0.699,7.4,169
P00396,Health Facility Project 0396,West Bengal,Kolkata,MP_324,Health Facility,3638000.0,3603000.0,2229000.0,61.7,2025-04-05,2025-04-15,2026-03-18,,22.679835,88.38762,Contractor_053,Agency_03,In Progress,normal,0,0.613,-0.4,347
P00397,Road Project 0397,Tamil Nadu,Madurai,MP_493,Road,2099000.0,1315000.0,1315000.0,100.0,2024-05-20,2024-05-30,2025-04-14,2025-06-30,9.910061,78.194481,Contractor_018,Agency_05,Completed,normal,0,0.626,-37.4,329
P00398,Road Project 0398,Karnataka,Mysuru,MP_321,Road,2814000.0,1932000.0,1889000.0,63.0,2025-12-16,2025-12-26,2026-05-03,,12.365089,76.745299,Contractor_015,Agency_14,In Progress,normal,0,0.671,4.1,138
P00399,Drinking Water Project 0399,Telangana,Warangal,MP_439,Drinking Water,861000.0,767000.0,764000.0,81.9,2025-01-08,2025-01-18,2025-11-18,,18.088836,79.621023,Contractor_047,Agency_10,Delayed,normal,0,0.887,6.8,314
P00400,Drinking Water Project 0400,Gujarat,Vadodara,MP_029,Drinking Water,1251000.0,1181000.0,935000.0,77.7,2026-02-20,2026-03-02,2026-12-20,,22.354847,73.256645,Contractor_057,Agency_16,In Progress,normal,0,0.747,-3.0,303
P00401,Sports Facility Project 0401,Gujarat,Vadodara,MP_338,Sports Facility,705000.0,550000.0,545000.0,85.5,2024-01-12,2024-01-22,2024-09-27,,22.364669,73.218219,Contractor_033,Agency_04,Delayed,normal,0,0.773,-8.2,259
P00402,Road Project 0402,Kerala,Ernakulam,MP_205,Road,866000.0,596000.0,596000.0,82.4,2024-07-20,2024-07-30,2024-11-20,,9.897164,76.369522,Contractor_024,Agency_05,Delayed,normal,0,0.688,-13.6,123
P00403,Community Hall Project 0403,Maharashtra,Nagpur,MP_061,Community Hall,1123000.0,777000.0,777000.0,72.6,2024-09-13,2024-09-23,2025-06-15,,21.216981,79.144855,Contractor_018,Agency_12,Delayed,normal,0,0.692,-3.4,275
P00404,Road Project 0404,West Bengal,Kolkata,MP_184,Road,2942000.0,2483000.0,2475000.0,83.4,2025-12-16,2025-12-26,2026-06-01,,22.473384,88.311534,Contractor_043,Agency_17,In Progress,normal,0,0.841,0.7,167
P00405,Street Lighting Project 0405,West Bengal,Howrah,MP_092,Street Lighting,693000.0,683000.0,495000.0,79.8,2024-12-18,2024-12-28,2025-09-29,,22.662839,88.244274,Contractor_006,Agency_19,In Progress,normal,0,0.714,-8.4,285
P00406,Road Project 0406,Gujarat,Surat,MP_131,Road,889000.0,687000.0,618000.0,20.733515710887644,2025-07-04,2025-07-14,2026-07-25,,21.286413,72.870746,Contractor_054,Agency_13,In Progress,progress_mismatch,1,0.695,48.8,386
P00407,Street Lighting Project 0407,Rajasthan,Kota,MP_159,Street Lighting,1337000.0,904000.0,904000.0,82.4,2024-07-24,2024-08-03,2025-07-01,,25.180659,75.762507,Contractor_013,Agency_20,In Progress,normal,0,0.676,-14.8,342
P00408,Road Project 0408,West Bengal,Kolkata,MP_424,Road,1587000.0,1215000.0,908000.0,51.7,2024-08-18,2024-08-28,2024-12-15,,22.661566,88.328383,Contractor_048,Agency_10,In Progress,normal,0,0.572,5.5,119
P00409,Drinking Water Project 0409,Telangana,Hyderabad,MP_324,Drinking Water,1323000.0,839000.0,839000.0,70.2,2024-12-03,2024-12-13,2025-11-06,,17.361633,78.495519,Contractor_036,Agency_03,In Progress,geo,1,0.634,-6.8,338
P00410,Street Lighting Project 0410,Karnataka,Mysuru,MP_228,Street Lighting,5195000.0,5195000.0,4708000.0,52.9,2025-01-01,2025-01-11,2025-09-27,,12.193577,76.713279,Contractor_002,Agency_12,In Progress,financial,1,0.906,37.7,269
P00411,Sports Facility Project 0411,Telangana,Nizamabad,MP_360,Sports Facility,1239000.0,989000.0,887000.0,75.8,2025-08-02,2025-08-12,2026-05-20,,18.602763,78.136607,Contractor_002,Agency_14,In Progress,normal,0,0.716,-4.2,291
P00412,Street Lighting Project 0412,Tamil Nadu,Salem,MP_272,Street Lighting,739000.0,423000.0,423000.0,62.7,2024-04-30,2024-05-10,2025-03-11,,11.700011,78.242,Contractor_013,Agency_06,In Progress,normal,0,0.572,-5.5,315
P00413,Drinking Water Project 0413,Andhra Pradesh,Visakhapatnam,MP_138,Drinking Water,641000.0,550000.0,489000.0,72.4,2024-08-29,2024-09-08,2025-03-20,,17.755975,83.269376,Contractor_024,Agency_01,In Progress,normal,0,0.763,3.9,203
P00414,Street Lighting Project 0414,Maharashtra,Nashik,MP_364,Street Lighting,591000.0,398000.0,315000.0,59.3,2026-04-21,2026-05-01,2027-01-21,,20.006352,73.682939,Contractor_056,Agency_12,In Progress,normal,0,0.533,-6.0,275
P00415,Road Project 0415,Kerala,Kozhikode,MP_452,Road,1158000.0,827000.0,568000.0,54.0,2026-01-14,2026-01-24,2026-07-24,,11.26533,75.708792,Contractor_041,Agency_14,Delayed,normal,0,0.491,-4.9,191
P00416,Sports Facility Project 0416,Odisha,Sambalpur,MP_503,Sports Facility,2957000.0,2521000.0,2273000.0,76.7,2025-12-23,2026-01-02,2026-08-10,,21.396466,83.92117,Contractor_053,Agency_10,In Progress,normal,0,0.769,0.2,230
P00417,Road Project 0417,Gujarat,Vadodara,MP_183,Road,1265000.0,1253000.0,596000.0,52.1,2024-06-21,2024-07-01,2025-07-18,,22.404294,73.198866,Contractor_039,Agency_20,In Progress,normal,0,0.471,-5.0,392
P00418,Community Hall Project 0418,Maharashtra,Nashik,MP_536,Community Hall,1965000.0,1839000.0,749000.0,43.2,2025-08-17,2025-08-27,2025-12-19,,20.039849,73.821899,Contractor_044,Agency_10,Delayed,normal,0,0.381,-5.1,124
P00419,Drinking Water Project 0419,Rajasthan,Jodhpur,MP_119,Drinking Water,772000.0,615000.0,430000.0,55.5,2024-08-31,2024-09-10,2025-03-02,,26.175621,72.961982,Contractor_031,Agency_03,In Progress,normal,0,0.557,0.2,183
P00420,School Building Project 0420,Odisha,Ganjam,MP_246,School Building,2989000.0,1906000.0,1906000.0,69.0,2025-12-23,2026-01-02,2026-05-12,,19.382404,84.827795,Contractor_058,Agency_02,In Progress,normal,0,0.638,-5.2,140
P00421,Road Project 0421,Rajasthan,Jodhpur,MP_261,Road,1187000.0,771000.0,394000.0,39.0,2025-08-09,2025-08-19,2025-11-12,,26.22344,72.957968,Contractor_042,Agency_19,In Progress,normal,0,0.332,-5.8,95
P00422,Health Facility Project 0422,Andhra Pradesh,Guntur,MP_069,Health Facility,2855000.0,2655000.0,2140000.0,84.4,2024-09-20,2024-09-30,2025-07-31,,16.26577,80.507597,Contractor_007,Agency_03,In Progress,normal,0,0.75,-9.4,314
P00423,Drinking Water Project 0423,Gujarat,Vadodara,MP_319,Drinking Water,1872000.0,1802000.0,1638000.0,100.0,2024-05-12,2024-05-22,2025-01-01,2025-03-02,22.2672,73.162704,Contractor_024,Agency_18,Completed,normal,0,0.875,-12.5,234
P00424,Street Lighting Project 0424,Odisha,Cuttack,MP_079,Street Lighting,668000.0,378000.0,378000.0,67.0,2024-05-13,2024-05-23,2025-03-22,,20.365691,85.825152,Contractor_048,Agency_18,In Progress,normal,0,0.566,-10.4,313
P00425,Sports Facility Project 0425,West Bengal,Malda,MP_472,Sports Facility,2448000.0,2158000.0,1903000.0,78.9,2024-02-09,2024-02-19,2024-09-24,,25.06859,88.081427,Contractor_026,Agency_15,In Progress,normal,0,0.777,-1.2,228
P00426,Drinking Water Project 0426,West Bengal,Malda,MP_427,Drinking Water,1837000.0,1341000.0,1341000.0,100.0,2024-12-05,2024-12-15,2025-12-23,2026-02-23,25.034325,88.249754,Contractor_053,Agency_08,Completed,normal,0,0.73,-27.0,383
P00427,Health Facility Project 0427,Karnataka,Bengaluru Urban,MP_437,Health Facility,1346000.0,999000.0,842000.0,65.6,2024-09-09,2024-09-19,2025-05-12,,13.05527,77.577546,Contractor_027,Agency_12,In Progress,normal,0,0.626,-3.0,245
P00428,Health Facility Project 0428,Telangana,Hyderabad,MP_299,Health Facility,3361000.0,2615000.0,2342000.0,70.8,2024-10-20,2024-10-30,2025-03-20,,17.391384,78.456174,Contractor_047,Agency_07,In Progress,normal,0,0.697,-1.1,151
P00429,School Building Project 0429,West Bengal,Malda,MP_189,School Building,4223000.0,3102000.0,2724000.0,57.3,2024-08-08,2024-08-18,2024-12-16,,24.989664,88.145686,Contractor_046,Agency_14,In Progress,normal,0,0.645,7.2,130
P00430,Community Hall Project 0430,Andhra Pradesh,Guntur,MP_158,Community Hall,2915000.0,1878000.0,1878000.0,100.0,2024-04-21,2024-05-01,2024-11-17,2025-02-03,16.316154,80.416127,Contractor_035,Agency_13,Completed,normal,0,0.644,-35.6,210
P00431,Sports Facility Project 0431,Maharashtra,Aurangabad,MP_509,Sports Facility,1152000.0,908000.0,523000.0,45.6,2024-04-04,2024-04-14,2025-03-28,,19.976478,75.441235,Contractor_025,Agency_02,In Progress,normal,0,0.454,-0.2,358
P00432,Community Hall Project 0432,Gujarat,Rajkot,MP_150,Community Hall,2511000.0,2423000.0,1743000.0,70.7,2025-03-02,2025-03-12,2026-01-09,,22.263818,70.734021,Contractor_033,Agency_15,In Progress,normal,0,0.694,-1.3,313
P00433,School Building Project 0433,Telangana,Nizamabad,MP_237,School Building,1520000.0,1141000.0,975000.0,73.6,2024-12-03,2024-12-13,2025-08-11,,18.785203,77.99033,Contractor_031,Agency_07,In Progress,contractor_pattern,1,0.641,-9.5,251
P00434,Sports Facility Project 0434,Odisha,Sambalpur,MP_413,Sports Facility,2046000.0,2016000.0,1935000.0,100.0,2026-02-17,2026-02-27,2027-01-07,2027-02-05,21.498573,83.935329,Contractor_049,Agency_01,Completed,normal,0,0.946,-5.4,324
P00435,Sports Facility Project 0435,West Bengal,Howrah,MP_464,Sports Facility,1426000.0,901000.0,727000.0,51.3,2026-03-23,2026-04-02,2027-01-31,,22.529452,88.365926,Contractor_026,Agency_01,In Progress,normal,0,0.51,-0.3,314
P00436,Drinking Water Project 0436,Maharashtra,Nagpur,MP_319,Drinking Water,1959000.0,1438000.0,1133000.0,59.0,2025-11-23,2025-12-03,2026-07-04,,21.117937,78.97156,Contractor_024,Agency_19,In Progress,normal,0,0.578,-1.2,223
P00437,Road Project 0437,Odisha,Cuttack,MP_394,Road,1320000.0,1023000.0,1023000.0,89.4,2024-01-14,2024-01-24,2024-08-09,,20.476758,85.841154,Contractor_059,Agency_09,In Progress,normal,0,0.775,-11.9,208
P00438,Health Facility Project 0438,Karnataka,Mysuru,MP_165,Health Facility,2656000.0,2401000.0,1629000.0,59.7,2024-06-01,2024-06-11,2024-10-01,,12.36037,76.709886,Contractor_041,Agency_17,In Progress,normal,0,0.613,1.6,122
P00439,Community Hall Project 0439,Rajasthan,Jaipur,MP_152,Community Hall,1369000.0,849000.0,849000.0,70.9,2024-01-10,2024-01-20,2024-11-08,,26.887669,75.788822,Contractor_036,Agency_03,Delayed,normal,0,0.62,-8.9,303
P00440,Community Hall Project 0440,Andhra Pradesh,Visakhapatnam,MP_069,Community Hall,3326000.0,2131000.0,824000.0,22.7,2024-04-26,2024-05-06,2024-11-07,,17.797818,83.254152,Contractor_042,Agency_13,In Progress,normal,0,0.248,2.1,195
P00441,Drinking Water Project 0441,Odisha,Khordha,MP_365,Drinking Water,1511000.0,1434000.0,1110000.0,67.9,2024-08-24,2024-09-03,2025-09-01,,20.081189,85.511614,Contractor_013,Agency_09,In Progress,normal,0,0.735,5.6,373
P00442,Community Hall Project 0442,Gujarat,Vadodara,MP_305,Community Hall,1734000.0,1497000.0,1022000.0,58.6,2025-01-03,2025-01-13,2025-07-08,,22.318384,73.267589,Contractor_054,Agency_08,In Progress,normal,0,0.589,0.3,186
P00443,Sports Facility Project 0443,Kerala,Ernakulam,MP_060,Sports Facility,2086000.0,1467000.0,1157000.0,50.2,2025-05-22,2025-06-01,2026-05-20,,9.897521,76.349305,Contractor_020,Agency_05,Delayed,normal,0,0.555,5.3,363
P00444,Drinking Water Project 0444,Gujarat,Surat,MP_279,Drinking Water,1037000.0,893000.0,506000.0,53.3,2025-01-10,2025-01-20,2026-03-01,,21.189335,72.9022,Contractor_038,Agency_06,In Progress,normal,0,0.488,-4.5,415
P00445,Sports Facility Project 0445,Rajasthan,Jaipur,MP_376,Sports Facility,2333000.0,1884000.0,1495000.0,72.3,2026-01-16,2026-01-26,2026-07-07,,27.020062,75.710383,Contractor_003,Agency_08,In Progress,normal,0,0.641,-8.2,172
P00446,Sports Facility Project 0446,Gujarat,Rajkot,MP_225,Sports Facility,2574000.0,2283000.0,2283000.0,81.9,2024-10-02,2024-10-12,2025-02-02,,22.380012,70.858152,Contractor_040,Agency_10,In Progress,normal,0,0.887,6.8,123
P00447,Health Facility Project 0447,Andhra Pradesh,Krishna,MP_347,Health Facility,2940000.0,2565000.0,1884000.0,59.5,2024-07-02,2024-07-12,2025-07-12,,16.485235,80.646637,Contractor_039,Agency_04,In Progress,normal,0,0.641,4.6,375
P00448,Sports Facility Project 0448,West Bengal,Howrah,MP_328,Sports Facility,2153000.0,1366000.0,777000.0,41.7,2025-09-07,2025-09-17,2026-02-24,,22.610304,88.27418,Contractor_003,Agency_12,Delayed,normal,0,0.361,-5.6,170
P00449,Health Facility Project 0449,Tamil Nadu,Salem,MP_540,Health Facility,3765000.0,2457000.0,1494000.0,43.1,2025-07-11,2025-07-21,2026-07-25,,11.731145,78.042714,Contractor_032,Agency_05,In Progress,normal,0,0.397,-3.4,379
P00450,Street Lighting Project 0450,Telangana,Warangal,MP_130,Street Lighting,490000.0,305000.0,226000.0,49.9,2025-08-30,2025-09-09,2026-02-05,,17.869875,79.521504,Contractor_035,Agency_01,In Progress,normal,0,0.461,-3.8,159
P00451,Street Lighting Project 0451,Odisha,Ganjam,MP_227,Street Lighting,385000.0,267000.0,267000.0,100.0,2025-06-16,2025-06-26,2026-01-27,2026-05-08,19.382907,84.828364,Contractor_019,Agency_19,Completed,normal,0,0.694,-30.6,225
P00452,Health Facility Project 0452,Andhra Pradesh,Tirupati,MP_349,Health Facility,2243000.0,1396000.0,1396000.0,83.2,2024-07-09,2024-07-19,2025-04-23,,13.51038,79.36292,Contractor_028,Agency_01,In Progress,normal,0,0.622,-21.0,288
P00453,School Building Project 0453,Maharashtra,Aurangabad,MP_260,School Building,3099000.0,2535000.0,1370000.0,49.1,2025-08-21,2025-08-31,2026-10-01,,19.823485,75.347941,Contractor_032,Agency_14,In Progress,normal,0,0.442,-4.9,406
P00454,Street Lighting Project 0454,Karnataka,Dharwad,MP_387,Street Lighting,353000.0,264000.0,237000.0,64.3,2024-05-21,2024-05-31,2025-05-23,,15.549257,75.097984,Contractor_005,Agency_05,In Progress,normal,0,0.671,2.8,367
